,name,token,type,exchange,ticksize
33453,SRF19DEC2350PE,22497794,PE,NFO,0.05
33454,SRF19DEC2350CE,22497538,CE,NFO,0.05
33455,SRF19DEC2300PE,22497282,PE,NFO,0.05
33456,SRF19DEC2300CE,22497026,CE,NFO,0.05
33457,SRF19DEC2250PE,22496770,PE,NFO,0.05
33458,SRF19DEC2250CE,22496514,CE,NFO,0.05
33459,SRF19DEC2200PE,22496258,PE,NFO,0.05
33460,SRF19DEC2200CE,22496002,CE,NFO,0.05
33461,SRF19DEC2150PE,22495746,PE,NFO,0.05
33462,SRF19DEC2150CE,22491906,CE,NFO,0.05
33463,SRF19DEC2100PE,22491650,PE,NFO,0.05
33464,SRF19DEC2100CE,22491394,CE,NFO,0.05
33465,SRF19DEC2050PE,22491138,PE,NFO,0.05
33466,SRF19DEC2050CE,22490882,CE,NFO,0.05
33467,SRF19DEC2000PE,22490626,PE,NFO,0.05
33468,SRF19DEC2000CE,22478594,CE,NFO,0.05
33469,SIEMENS19OCT900CE,24886530,CE,NFO,0.05
33470,SIEMENS19OCT1680PE,10937090,PE,NFO,0.05
33471,SIEMENS19OCT1680CE,10936834,CE,NFO,0.05
33472,SIEMENS19OCT1660PE,10935554,PE,NFO,0.05
33473,SIEMENS19OCT1660CE,10935298,CE,NFO,0.05
33474,SIEMENS19OCT1640PE,10069506,PE,NFO,0.05
33475,SIEMENS19OCT1640CE,10069250,CE,NFO,0.05
33476,SIEMENS19OCT1620PE,9805058,PE,NFO,0.05
33477,SIEMENS19OCT1620CE,9804546,CE,NFO,0.05
33478,SIEMENS19OCT1600PE,11030786,PE,NFO,0.05
33479,SIEMENS19OCT1600CE,11030018,CE,NFO,0.05
33480,SIEMENS19OCT1580PE,24923650,PE,NFO,0.05
33481,SIEMENS19OCT1580CE,24923394,CE,NFO,0.05
33482,SIEMENS19OCT1560PE,24923138,PE,NFO,0.05
33483,SIEMENS19OCT1560CE,24922882,CE,NFO,0.05
33484,SIEMENS19OCT1540PE,24922626,PE,NFO,0.05
33485,SIEMENS19OCT1540CE,24922370,CE,NFO,0.05
33486,SIEMENS19OCT1520PE,24922114,PE,NFO,0.05
33487,SIEMENS19OCT1520CE,24921858,CE,NFO,0.05
33488,SIEMENS19OCT1500PE,24921602,PE,NFO,0.05
33489,SIEMENS19OCT1500CE,24921346,CE,NFO,0.05
33490,SIEMENS19OCT1480PE,24921090,PE,NFO,0.05
33491,SIEMENS19OCT1480CE,24920834,CE,NFO,0.05
33492,SIEMENS19OCT1460PE,24920578,PE,NFO,0.05
33493,SIEMENS19OCT1460CE,24920322,CE,NFO,0.05
33494,SIEMENS19OCT1440PE,24920066,PE,NFO,0.05
33495,SIEMENS19OCT1440CE,24919810,CE,NFO,0.05
33496,SIEMENS19OCT1420PE,24919554,PE,NFO,0.05
33497,SIEMENS19OCT1420CE,24919298,CE,NFO,0.05
33498,SIEMENS19OCT1400PE,24899586,PE,NFO,0.05
33499,SIEMENS19OCT1400CE,24899330,CE,NFO,0.05
33500,WSPF09SEP10,248997124,EQ,BSE,0.01
33501,ECLH9H602A,244424196,EQ,BSE,0.01
33502,ECLB8G601B,244326660,EQ,BSE,0.01
33503,CAPITALT,130945284,EQ,BSE,0.05
33504,717RIL22,245021700,EQ,BSE,0.01
33505,STAR19SEP420CE,23067138,CE,NFO,0.05
33506,SIEMENS19OCT1380PE,24899074,PE,NFO,0.05
33507,STAR19SEP410PE,23066882,PE,NFO,0.05
33508,SIEMENS19OCT1380CE,24898818,CE,NFO,0.05
33509,SIEMENS19OCT1360PE,24898562,PE,NFO,0.05
33510,SIEMENS19OCT1360CE,24898306,CE,NFO,0.05
33511,SIEMENS19OCT1340PE,24898050,PE,NFO,0.05
33512,SIEMENS19OCT1340CE,24897794,CE,NFO,0.05
33513,SIEMENS19OCT1320PE,24897538,PE,NFO,0.05
33514,SIEMENS19OCT1320CE,24897282,CE,NFO,0.05
33515,SIEMENS19OCT1300PE,24897026,PE,NFO,0.05
33516,SIEMENS19OCT1300CE,24896770,CE,NFO,0.05
33517,SIEMENS19OCT1280PE,24896514,PE,NFO,0.05
33518,SIEMENS19OCT1280CE,24896258,CE,NFO,0.05
33519,SIEMENS19OCT1260PE,24896002,PE,NFO,0.05
33520,SIEMENS19OCT1260CE,24895746,CE,NFO,0.05
33521,SIEMENS19OCT1240PE,24895490,PE,NFO,0.05
33522,SIEMENS19OCT1240CE,24895234,CE,NFO,0.05
33523,SIEMENS19OCT1220PE,24894978,PE,NFO,0.05
33524,SIEMENS19OCT1220CE,24894722,CE,NFO,0.05
33525,SIEMENS19OCT1200PE,24894466,PE,NFO,0.05
33526,SIEMENS19OCT1200CE,24894210,CE,NFO,0.05
33527,SIEMENS19OCT1180PE,24893954,PE,NFO,0.05
33528,SIEMENS19OCT1180CE,24893698,CE,NFO,0.05
33529,SIEMENS19OCT1160PE,24893442,PE,NFO,0.05
33530,SIEMENS19OCT1160CE,24893186,CE,NFO,0.05
33531,SIEMENS19OCT1140PE,24892930,PE,NFO,0.05
33532,SIEMENS19OCT1140CE,24892674,CE,NFO,0.05
33533,SIEMENS19OCT1120PE,24892418,PE,NFO,0.05
33534,SIEMENS19OCT1120CE,24892162,CE,NFO,0.05
33535,SIEMENS19OCT1100PE,24891906,PE,NFO,0.05
33536,SIEMENS19OCT1100CE,24891650,CE,NFO,0.05
33537,SIEMENS19OCT1080PE,24891394,PE,NFO,0.05
33538,SIEMENS19OCT1080CE,24891138,CE,NFO,0.05
33539,SIEMENS19OCT1060PE,24890882,PE,NFO,0.05
33540,SIEMENS19OCT1060CE,24890626,CE,NFO,0.05
33541,SIEMENS19OCT1020PE,24889858,PE,NFO,0.05
33542,SIEMENS19OCT1020CE,24889602,CE,NFO,0.05
33543,SIEMENS19OCT1000PE,24889346,PE,NFO,0.05
33544,SIEMENS19OCT1000CE,24889090,CE,NFO,0.05
33545,SIEMENS19NOV980PE,19894530,PE,NFO,0.05
33546,SIEMENS19NOV980CE,19894274,CE,NFO,0.05
33547,SIEMENS19NOV960PE,19894018,PE,NFO,0.05
33548,SIEMENS19NOV960CE,19893762,CE,NFO,0.05
33549,SIEMENS19NOV940PE,19893506,PE,NFO,0.05
33550,SIEMENS19NOV940CE,19893250,CE,NFO,0.05
33551,SIEMENS19NOV920PE,19892994,PE,NFO,0.05
33552,SIEMENS19NOV920CE,19892738,CE,NFO,0.05
33553,SIEMENS19NOV900PE,19892482,PE,NFO,0.05
33554,SIEMENS19NOV900CE,19892226,CE,NFO,0.05
33555,SIEMENS19NOV1680PE,10939138,PE,NFO,0.05
33556,GFIL,138675972,EQ,BSE,0.05
33557,857IHFL22C,244776708,EQ,BSE,0.01
33558,TATAGLOBAL19NOV305PE,20163842,PE,NFO,0.05
33559,TATASTEEL19SEP650PE,23831298,PE,NFO,0.05
33560,SIEMENS19NOV1680CE,10938882,CE,NFO,0.05
33561,SIEMENS19NOV1660PE,10938626,PE,NFO,0.05
33562,SIEMENS19NOV1660CE,10938370,CE,NFO,0.05
33563,SIEMENS19NOV1640PE,10071554,PE,NFO,0.05
33564,SIEMENS19NOV1640CE,10071298,CE,NFO,0.05
33565,SIEMENS19NOV1620PE,9805570,PE,NFO,0.05
33566,SIEMENS19NOV1620CE,9805314,CE,NFO,0.05
33567,SIEMENS19NOV1600PE,9139970,PE,NFO,0.05
33568,SIEMENS19NOV1600CE,9139714,CE,NFO,0.05
33569,SIEMENS19NOV1580PE,19950594,PE,NFO,0.05
33570,SIEMENS19NOV1580CE,19950338,CE,NFO,0.05
33571,SIEMENS19NOV1560PE,19950082,PE,NFO,0.05
33572,SIEMENS19NOV1560CE,19949826,CE,NFO,0.05
33573,SIEMENS19NOV1540PE,19949570,PE,NFO,0.05
33574,SIEMENS19NOV1520PE,19949058,PE,NFO,0.05
33575,SIEMENS19NOV1520CE,19948802,CE,NFO,0.05
33576,SIEMENS19NOV1500PE,19948546,PE,NFO,0.05
33577,SIEMENS19NOV1500CE,19948290,CE,NFO,0.05
33578,SIEMENS19NOV1480PE,19948034,PE,NFO,0.05
33579,SIEMENS19NOV1480CE,19947778,CE,NFO,0.05
33580,SIEMENS19NOV1460PE,19947522,PE,NFO,0.05
33581,SIEMENS19NOV1460CE,19947266,CE,NFO,0.05
33582,SIEMENS19NOV1440PE,19947010,PE,NFO,0.05
33583,SIEMENS19NOV1440CE,19946754,CE,NFO,0.05
33584,SIEMENS19NOV1420PE,19946498,PE,NFO,0.05
33585,SIEMENS19NOV1420CE,19946242,CE,NFO,0.05
33586,SIEMENS19NOV1400PE,19945986,PE,NFO,0.05
33587,SIEMENS19NOV1400CE,19945730,CE,NFO,0.05
33588,SIEMENS19NOV1380PE,19945474,PE,NFO,0.05
33589,SIEMENS19NOV1380CE,19945218,CE,NFO,0.05
33590,SIEMENS19NOV1360PE,19944962,PE,NFO,0.05
33591,SIEMENS19NOV1360CE,19944706,CE,NFO,0.05
33592,SIEMENS19NOV1340PE,19944450,PE,NFO,0.05
33593,SIEMENS19NOV1340CE,19944194,CE,NFO,0.05
33594,SIEMENS19NOV1320PE,19943938,PE,NFO,0.05
33595,SIEMENS19NOV1320CE,19943682,CE,NFO,0.05
33596,SIEMENS19NOV1300PE,19943426,PE,NFO,0.05
33597,SIEMENS19NOV1300CE,19943170,CE,NFO,0.05
33598,SIEMENS19NOV1280PE,19942914,PE,NFO,0.05
33599,SIEMENS19NOV1280CE,19942658,CE,NFO,0.05
33600,SIEMENS19NOV1260PE,19942402,PE,NFO,0.05
33601,SIEMENS19NOV1260CE,19935490,CE,NFO,0.05
33602,SIEMENS19NOV1240PE,19935234,PE,NFO,0.05
33603,SIEMENS19NOV1240CE,19917826,CE,NFO,0.05
33604,SIEMENS19NOV1220PE,19917570,PE,NFO,0.05
33605,SIEMENS19NOV1220CE,19917314,CE,NFO,0.05
33606,SIEMENS19NOV1200PE,19917058,PE,NFO,0.05
33607,SIEMENS19NOV1200CE,19916802,CE,NFO,0.05
33608,SIEMENS19NOV1180PE,19916546,PE,NFO,0.05
33609,SIEMENS19NOV1180CE,19916290,CE,NFO,0.05
33610,SIEMENS19NOV1160PE,19916034,PE,NFO,0.05
33611,SIEMENS19NOV1160CE,19915778,CE,NFO,0.05
33612,SIEMENS19NOV1140PE,19915522,PE,NFO,0.05
33613,SRTRANSFIN19DEC980PE,22568450,PE,NFO,0.05
33614,GCMCAPI,137809668,EQ,BSE,0.01
33615,855IFCI2021,249057284,EQ,BSE,0.01
33616,855ICICPER,245037572,EQ,BSE,0.01
33617,TATAGLOBAL19NOV175CE,20147202,CE,NFO,0.05
33618,SRTRANSFIN19DEC980CE,22568194,CE,NFO,0.05
33619,SRTRANSFIN19DEC960PE,22567938,PE,NFO,0.05
33620,SRTRANSFIN19DEC960CE,22567682,CE,NFO,0.05
33621,SRTRANSFIN19DEC940PE,22567426,PE,NFO,0.05
33622,SRTRANSFIN19DEC940CE,22567170,CE,NFO,0.05
33623,SRTRANSFIN19DEC920PE,22566914,PE,NFO,0.05
33624,SRTRANSFIN19DEC920CE,22566658,CE,NFO,0.05
33625,SRTRANSFIN19DEC900PE,22566402,PE,NFO,0.05
33626,SRTRANSFIN19DEC900CE,22566146,CE,NFO,0.05
33627,SRTRANSFIN19DEC880PE,22565890,PE,NFO,0.05
33628,SRTRANSFIN19DEC880CE,22565634,CE,NFO,0.05
33629,SRTRANSFIN19DEC860PE,22565378,PE,NFO,0.05
33630,SRTRANSFIN19DEC860CE,22565122,CE,NFO,0.05
33631,SRTRANSFIN19DEC840PE,22564866,PE,NFO,0.05
33632,SRTRANSFIN19DEC840CE,22564610,CE,NFO,0.05
33633,SRTRANSFIN19DEC820PE,22564354,PE,NFO,0.05
33634,SRTRANSFIN19DEC820CE,22564098,CE,NFO,0.05
33635,SRTRANSFIN19DEC800PE,22563842,PE,NFO,0.05
33636,SRTRANSFIN19DEC800CE,22563586,CE,NFO,0.05
33637,SRTRANSFIN19DEC780PE,22563330,PE,NFO,0.05
33638,SRTRANSFIN19DEC780CE,22563074,CE,NFO,0.05
33639,SRTRANSFIN19DEC760PE,22562818,PE,NFO,0.05
33640,SRTRANSFIN19DEC760CE,22562562,CE,NFO,0.05
33641,SRTRANSFIN19DEC740PE,22562306,PE,NFO,0.05
33642,SRTRANSFIN19DEC740CE,22562050,CE,NFO,0.05
33643,SRTRANSFIN19DEC720PE,22561794,PE,NFO,0.05
33644,SRTRANSFIN19DEC720CE,22561538,CE,NFO,0.05
33645,SRTRANSFIN19DEC1360PE,22604546,PE,NFO,0.05
33646,SRTRANSFIN19DEC1360CE,22604290,CE,NFO,0.05
33647,SRTRANSFIN19DEC1340PE,22604034,PE,NFO,0.05
33648,SRTRANSFIN19DEC1340CE,22603778,CE,NFO,0.05
33649,SRTRANSFIN19DEC1320PE,22603010,PE,NFO,0.05
33650,SRTRANSFIN19DEC1320CE,22602754,CE,NFO,0.05
33651,SRTRANSFIN19DEC1300PE,22601986,PE,NFO,0.05
33652,SRTRANSFIN19DEC1300CE,22601730,CE,NFO,0.05
33653,SRTRANSFIN19DEC1280PE,22600962,PE,NFO,0.05
33654,SRTRANSFIN19DEC1280CE,22600706,CE,NFO,0.05
33655,SRTRANSFIN19DEC1260PE,22594818,PE,NFO,0.05
33656,SRTRANSFIN19DEC1260CE,22594562,CE,NFO,0.05
33657,SRTRANSFIN19DEC1240PE,22594306,PE,NFO,0.05
33658,SRTRANSFIN19DEC1240CE,22594050,CE,NFO,0.05
33659,SRTRANSFIN19DEC1220PE,22590722,PE,NFO,0.05
33660,SRTRANSFIN19DEC1220CE,22590466,CE,NFO,0.05
33661,SRTRANSFIN19DEC1200PE,22590210,PE,NFO,0.05
33662,SRTRANSFIN19DEC1200CE,22589954,CE,NFO,0.05
33663,SIEMENS19NOV1140CE,19915266,CE,NFO,0.05
33664,SIEMENS19NOV1120PE,19915010,PE,NFO,0.05
33665,SIEMENS19NOV1120CE,19914754,CE,NFO,0.05
33666,SIEMENS19NOV1100PE,19914498,PE,NFO,0.05
33667,SIEMENS19NOV1100CE,19914242,CE,NFO,0.05
33668,SIEMENS19NOV1080PE,19913986,PE,NFO,0.05
33669,SIEMENS19NOV1080CE,19896834,CE,NFO,0.05
33670,SUNTV19SEP680PE,23360258,PE,NFO,0.05
33671,SSWRL,131452932,EQ,BSE,0.01
33672,828NABARD33,245168900,EQ,BSE,0.01
33673,776HDB20,244807684,EQ,BSE,0.01
33674,746PFC20,244804356,EQ,BSE,0.01
33675,TATAMOTORS19OCT80PE,25350658,PE,NFO,0.05
33676,TATAMOTORS19OCT80CE,25348098,CE,NFO,0.05
33677,TATAMOTORS19OCT75PE,25347842,PE,NFO,0.05
33678,SIEMENS19NOV1060PE,19896578,PE,NFO,0.05
33679,SIEMENS19NOV1060CE,19896322,CE,NFO,0.05
33680,SIEMENS19NOV1040PE,19896066,PE,NFO,0.05
33681,SIEMENS19NOV1040CE,19895810,CE,NFO,0.05
33682,SIEMENS19NOV1020PE,19895554,PE,NFO,0.05
33683,SIEMENS19NOV1020CE,19895298,CE,NFO,0.05
33684,SIEMENS19NOV1000PE,19895042,PE,NFO,0.05
33685,SIEMENS19NOV1000CE,19894786,CE,NFO,0.05
33686,SIEMENS19DEC1680PE,22403586,PE,NFO,0.05
33687,SIEMENS19DEC1680CE,22403330,CE,NFO,0.05
33688,SIEMENS19DEC1660PE,22403074,PE,NFO,0.05
33689,SIEMENS19DEC1660CE,22402818,CE,NFO,0.05
33690,SIEMENS19DEC1640PE,22402562,PE,NFO,0.05
33691,SIEMENS19DEC1640CE,22402306,CE,NFO,0.05
33692,SIEMENS19DEC1620PE,22402050,PE,NFO,0.05
33693,SIEMENS19DEC1620CE,22401794,CE,NFO,0.05
33694,SIEMENS19DEC1600PE,22401538,PE,NFO,0.05
33695,SIEMENS19DEC1600CE,22401282,CE,NFO,0.05
33696,SIEMENS19DEC1580PE,22401026,PE,NFO,0.05
33697,SIEMENS19DEC1580CE,22400770,CE,NFO,0.05
33698,SIEMENS19DEC1560PE,22400514,PE,NFO,0.05
33699,SIEMENS19DEC1560CE,22400258,CE,NFO,0.05
33700,SIEMENS19DEC1540PE,22400002,PE,NFO,0.05
33701,SIEMENS19DEC1540CE,22399746,CE,NFO,0.05
33702,SIEMENS19DEC1520PE,22399490,PE,NFO,0.05
33703,SIEMENS19DEC1520CE,22399234,CE,NFO,0.05
33704,SIEMENS19DEC1500PE,22398978,PE,NFO,0.05
33705,SIEMENS19DEC1500CE,22398722,CE,NFO,0.05
33706,SIEMENS19DEC1480PE,22398466,PE,NFO,0.05
33707,SIEMENS19DEC1480CE,22398210,CE,NFO,0.05
33708,SIEMENS19DEC1460PE,22397954,PE,NFO,0.05
33709,SIEMENS19DEC1460CE,22397698,CE,NFO,0.05
33710,SIEMENS19DEC1440PE,22397442,PE,NFO,0.05
33711,SIEMENS19DEC1440CE,22397186,CE,NFO,0.05
33712,SIEMENS19DEC1420PE,22396930,PE,NFO,0.05
33713,SIEMENS19DEC1420CE,22396674,CE,NFO,0.05
33714,SIEMENS19DEC1400PE,22396418,PE,NFO,0.05
33715,SIEMENS19DEC1400CE,22396162,CE,NFO,0.05
33716,SIEMENS19DEC1380PE,22395906,PE,NFO,0.05
33717,SIEMENS19DEC1380CE,22395650,CE,NFO,0.05
33718,SIEMENS19DEC1360PE,22395394,PE,NFO,0.05
33719,SIEMENS19DEC1360CE,22395138,CE,NFO,0.05
33720,SIEMENS19DEC1340PE,22394882,PE,NFO,0.05
33721,SIEMENS19DEC1340CE,22394626,CE,NFO,0.05
33722,SIEMENS19DEC1320PE,22394370,PE,NFO,0.05
33723,SIEMENS19DEC1320CE,22394114,CE,NFO,0.05
33724,SIEMENS19DEC1300PE,22393858,PE,NFO,0.05
33725,SSWL,131395076,EQ,BSE,0.05
33726,COLPAL,128212484,EQ,BSE,0.05
33727,COLORCHIPS,138245892,EQ,BSE,0.05
33728,COLINZ,135989764,EQ,BSE,0.01
33729,2EARCL27F,245037828,EQ,BSE,0.01
33730,2EARCL27E,244950020,EQ,BSE,0.01
33731,182TB101019,205854724,EQ,BSE,0.05
33732,SUNTV19SEP450CE,23348226,CE,NFO,0.05
33733,SUNTV19SEP440PE,23347970,PE,NFO,0.05
33734,SUNTV19SEP440CE,23347714,CE,NFO,0.05
33735,SUNTV19SEP430PE,23347458,PE,NFO,0.05
33736,SUNTV19SEP430CE,23347202,CE,NFO,0.05
33737,SIEMENS19DEC1300CE,22393602,CE,NFO,0.05
33738,SIEMENS19DEC1280PE,22393346,PE,NFO,0.05
33739,SIEMENS19DEC1280CE,22393090,CE,NFO,0.05
33740,SIEMENS19DEC1260PE,22392834,PE,NFO,0.05
33741,SIEMENS19DEC1260CE,22392578,CE,NFO,0.05
33742,SIEMENS19DEC1240PE,22392322,PE,NFO,0.05
33743,SIEMENS19DEC1240CE,22392066,CE,NFO,0.05
33744,SIEMENS19DEC1220PE,22391810,PE,NFO,0.05
33745,SIEMENS19DEC1220CE,22391554,CE,NFO,0.05
33746,SIEMENS19DEC1200PE,22391298,PE,NFO,0.05
33747,SIEMENS19DEC1200CE,22391042,CE,NFO,0.05
33748,SIEMENS19DEC1180PE,22390786,PE,NFO,0.05
33749,SIEMENS19DEC1180CE,22379522,CE,NFO,0.05
33750,SIEMENS19DEC1160PE,22379266,PE,NFO,0.05
33751,SIEMENS19DEC1160CE,22379010,CE,NFO,0.05
33752,SIEMENS19DEC1140PE,22378754,PE,NFO,0.05
33753,SIEMENS19DEC1140CE,22376706,CE,NFO,0.05
33754,SIEMENS19DEC1120PE,22376450,PE,NFO,0.05
33755,SIEMENS19DEC1120CE,22376194,CE,NFO,0.05
33756,SIEMENS19DEC1100PE,22375938,PE,NFO,0.05
33757,SIEMENS19DEC1100CE,22375682,CE,NFO,0.05
33758,SIEMENS19DEC1080PE,22375426,PE,NFO,0.05
33759,SIEMENS19DEC1080CE,22375170,CE,NFO,0.05
33760,SHREECEM19OCT24000CE,24826882,CE,NFO,0.05
33761,SHREECEM19OCT23750PE,24826626,PE,NFO,0.05
33762,SHREECEM19OCT23750CE,24826370,CE,NFO,0.05
33763,SHREECEM19OCT23500PE,24826114,PE,NFO,0.05
33764,SHREECEM19OCT23500CE,24825858,CE,NFO,0.05
33765,SHREECEM19OCT23250PE,24825602,PE,NFO,0.05
33766,SHREECEM19OCT23250CE,24825346,CE,NFO,0.05
33767,SHREECEM19OCT23000PE,24825090,PE,NFO,0.05
33768,SHREECEM19OCT23000CE,24824834,CE,NFO,0.05
33769,SHREECEM19OCT22750PE,24824578,PE,NFO,0.05
33770,SHREECEM19OCT22750CE,24824322,CE,NFO,0.05
33771,SHREECEM19OCT22500PE,24824066,PE,NFO,0.05
33772,SHREECEM19OCT22500CE,24823810,CE,NFO,0.05
33773,SHREECEM19OCT22250PE,24823554,PE,NFO,0.05
33774,SHREECEM19OCT22250CE,24823298,CE,NFO,0.05
33775,SHREECEM19OCT22000PE,24823042,PE,NFO,0.05
33776,SHREECEM19OCT22000CE,24822786,CE,NFO,0.05
33777,SHREECEM19OCT21750PE,24822530,PE,NFO,0.05
33778,SHREECEM19OCT21750CE,24822274,CE,NFO,0.05
33779,COSCO,135819524,EQ,BSE,0.05
33780,CORAGRO,129931012,EQ,BSE,0.01
33781,CHMBBRW,131149060,EQ,BSE,0.01
33782,863IIFCL28,246219780,EQ,BSE,0.01
33783,862HDFC20,245393924,EQ,BSE,0.01
33784,18CCDPL19,244637188,EQ,BSE,0.01
33785,SUNTV19OCT660PE,25181954,PE,NFO,0.05
33786,SRF19NOV2500CE,19967746,CE,NFO,0.05
33787,SRF19NOV2450PE,19967490,PE,NFO,0.05
33788,SHREECEM19OCT21500PE,24822018,PE,NFO,0.05
33789,SHREECEM19OCT21500CE,24821762,CE,NFO,0.05
33790,SHREECEM19OCT21250PE,24821506,PE,NFO,0.05
33791,SHREECEM19OCT21250CE,24821250,CE,NFO,0.05
33792,SHREECEM19OCT21000PE,24820994,PE,NFO,0.05
33793,SHREECEM19OCT21000CE,24820738,CE,NFO,0.05
33794,SHREECEM19OCT20750PE,24820482,PE,NFO,0.05
33795,SHREECEM19OCT20750CE,24820226,CE,NFO,0.05
33796,SHREECEM19OCT20500PE,24819970,PE,NFO,0.05
33797,SHREECEM19OCT20500CE,24819714,CE,NFO,0.05
33798,SHREECEM19OCT20250PE,24809218,PE,NFO,0.05
33799,SHREECEM19OCT20250CE,24808962,CE,NFO,0.05
33800,SHREECEM19OCT20000PE,24808706,PE,NFO,0.05
33801,SHREECEM19OCT20000CE,24808450,CE,NFO,0.05
33802,SHREECEM19OCT19750PE,24808194,PE,NFO,0.05
33803,SHREECEM19OCT19500CE,24807426,CE,NFO,0.05
33804,SHREECEM19OCT19250PE,24807170,PE,NFO,0.05
33805,SHREECEM19OCT19250CE,24806914,CE,NFO,0.05
33806,SHREECEM19OCT19000PE,24806658,PE,NFO,0.05
33807,SHREECEM19OCT18750CE,24805890,CE,NFO,0.05
33808,SHREECEM19OCT18500PE,24805634,PE,NFO,0.05
33809,SHREECEM19OCT18500CE,24805378,CE,NFO,0.05
33810,SHREECEM19OCT18250PE,24805122,PE,NFO,0.05
33811,SHREECEM19OCT18250CE,24804866,CE,NFO,0.05
33812,SHREECEM19OCT18000PE,24804610,PE,NFO,0.05
33813,SHREECEM19OCT18000CE,24804354,CE,NFO,0.05
33814,SHREECEM19OCT17750PE,24804098,PE,NFO,0.05
33815,SHREECEM19OCT17750CE,24803842,CE,NFO,0.05
33816,SHREECEM19OCT17500PE,24803586,PE,NFO,0.05
33817,SHREECEM19OCT17500CE,24803330,CE,NFO,0.05
33818,SHREECEM19OCT17250PE,24803074,PE,NFO,0.05
33819,SHREECEM19OCT17250CE,24802818,CE,NFO,0.05
33820,SHREECEM19OCT17000PE,24802562,PE,NFO,0.05
33821,SHREECEM19OCT17000CE,24802306,CE,NFO,0.05
33822,SHREECEM19OCT16750PE,24802050,PE,NFO,0.05
33823,SHREECEM19OCT16750CE,24801794,CE,NFO,0.05
33824,SHREECEM19OCT16500PE,24801538,PE,NFO,0.05
33825,SHREECEM19OCT16500CE,24798978,CE,NFO,0.05
33826,SHREECEM19OCT16250PE,24798722,PE,NFO,0.05
33827,SHREECEM19OCT16250CE,24798466,CE,NFO,0.05
33828,SHREECEM19OCT16000PE,9421570,PE,NFO,0.05
33829,SHREECEM19OCT16000CE,9421314,CE,NFO,0.05
33830,SHREECEM19OCT15750PE,10033154,PE,NFO,0.05
33831,SHREECEM19OCT15750CE,10032386,CE,NFO,0.05
33832,SSPNFIN,137990660,EQ,BSE,0.05
33833,COMFINTE,135991300,EQ,BSE,0.01
33834,COMBDRG,134336516,EQ,BSE,0.05
33835,D39MS227RR,138558468,EQ,BSE,0.01
33836,APMIN,134025476,EQ,BSE,0.05
33837,750GOI2034,204846084,EQ,BSE,0.25
33838,SIEMENS19SEP1440CE,22840066,CE,NFO,0.05
33839,SIEMENS19SEP1420PE,22839810,PE,NFO,0.05
33840,SIEMENS19SEP1420CE,22839554,CE,NFO,0.05
33841,SHREECEM19OCT15500PE,10225922,PE,NFO,0.05
33842,SHREECEM19OCT15500CE,10225666,CE,NFO,0.05
33843,SHREECEM19OCT15250PE,10224898,PE,NFO,0.05
33844,SHREECEM19OCT15250CE,10224642,CE,NFO,0.05
33845,SHREECEM19OCT15000PE,10717954,PE,NFO,0.05
33846,SHREECEM19OCT15000CE,10717698,CE,NFO,0.05
33847,SHREECEM19NOV23500PE,19888898,PE,NFO,0.05
33848,SHREECEM19NOV23500CE,19888642,CE,NFO,0.05
33849,SHREECEM19NOV23250PE,19888386,PE,NFO,0.05
33850,SHREECEM19NOV23250CE,19888130,CE,NFO,0.05
33851,SHREECEM19NOV23000PE,19887874,PE,NFO,0.05
33852,SHREECEM19NOV22750PE,19887106,PE,NFO,0.05
33853,SHREECEM19NOV22750CE,19886850,CE,NFO,0.05
33854,SHREECEM19NOV22500PE,19886594,PE,NFO,0.05
33855,SHREECEM19NOV22500CE,19886338,CE,NFO,0.05
33856,SHREECEM19NOV22250PE,19886082,PE,NFO,0.05
33857,SHREECEM19NOV22250CE,19885826,CE,NFO,0.05
33858,SHREECEM19NOV22000PE,19885570,PE,NFO,0.05
33859,SHREECEM19NOV22000CE,19871746,CE,NFO,0.05
33860,SHREECEM19NOV21750PE,19871490,PE,NFO,0.05
33861,SHREECEM19NOV21750CE,19870978,CE,NFO,0.05
33862,SHREECEM19NOV21500PE,19870722,PE,NFO,0.05
33863,SHREECEM19NOV21500CE,19870466,CE,NFO,0.05
33864,SHREECEM19NOV21250PE,19870210,PE,NFO,0.05
33865,SHREECEM19NOV21250CE,19867650,CE,NFO,0.05
33866,SHREECEM19NOV21000PE,19867394,PE,NFO,0.05
33867,SHREECEM19NOV21000CE,19867138,CE,NFO,0.05
33868,SHREECEM19NOV20750PE,19866882,PE,NFO,0.05
33869,SHREECEM19NOV20750CE,19866626,CE,NFO,0.05
33870,SHREECEM19NOV20500PE,19866370,PE,NFO,0.05
33871,SHREECEM19NOV20500CE,19866114,CE,NFO,0.05
33872,SHREECEM19NOV20250PE,19863810,PE,NFO,0.05
33873,SHREECEM19NOV20250CE,19863554,CE,NFO,0.05
33874,SHREECEM19NOV20000PE,19863298,PE,NFO,0.05
33875,SHREECEM19NOV20000CE,19863042,CE,NFO,0.05
33876,SHREECEM19NOV19750PE,19862786,PE,NFO,0.05
33877,SHREECEM19NOV19750CE,19862530,CE,NFO,0.05
33878,SHREECEM19NOV19500PE,19861250,PE,NFO,0.05
33879,SHREECEM19NOV19500CE,19860994,CE,NFO,0.05
33880,SHREECEM19NOV19250PE,19860738,PE,NFO,0.05
33881,SHREECEM19NOV19250CE,19860482,CE,NFO,0.05
